Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
3984,Player D,Team B,28,190.1147778,,Forward,,12,3,0,62.52675301,12.65533396,25,10,4,8,0.817305312,21,7,11.14515614,4.291256247,,,2021
3727,Player B,Team B,29,185.1233391,90.03130015,Goalkeeper,19,2,8,0,87.84953778,10.46177733,19,8,27,9,0.470816419,46,1,14.02503181,8.158674658,4.5,167.7244907,2022
97,Player D,Team C,35,188.7174809,118.9878336,Defender,40,6,9,4,,13.61242831,80,12,6,2,0.427541018,79,3,12.41773326,0.525618173,0.243902439,893.1039856,2022
462,Player B,Team A,35,,64.07584419,Midfielder,290,18,0,3,60.5290761,5.502061195,58,7,19,5,0.470249085,74,9,15.66491798,6.382446285,2.366666667,446.0247106,2020
1705,Player D,Team C,31,186.8521405,59.85833994,Defender,,0,8,3,,5.945395546,11,1,10,6,0.105664684,8,3,14.15580771,4.269303289,0.333333333,481.1710149,2021
3705,Player C,Team C,22,180.1670728,140.0522889,Goalkeeper,140,14,6,2,86.8969011,5.18341959,17,1,12,7,0.884855118,68,9,8.984579996,2.488355055,5.533333333,152.3417706,2021
2848,Player A,Team B,26,164.504286,68.87453157,Goalkeeper,3,2,1,1,53.11252061,9.943532753,8,11,29,5,0.39722753,25,9,13.22992994,1.409833372,17,36.02113932,2021
2161,Player A,Team C,31,199.4472125,95.38967522,Defender,,14,2,1,54.90778986,8.075842536,81,2,9,8,0.989125319,40,3,5.30620176,1.085112728,0.217391304,707.9658687,2022
3257,Player B,Team B,24,,97.56131351,Forward,,3,1,4,77.61572389,8.465403709,79,1,12,2,0.908083687,57,0,12.06264427,3.549194378,,,2022
1218,Player A,Team A,18,179.1156264,99.52769427,Defender,7,,3,1,58.50981081,11.94925625,66,4,14,4,0.781462089,48,7,17.90783209,1.433177557,11,73.57638743,2019
1768,Player C,Team C,32,,97.07970366,Defender,25,14,4,1,111.3272207,10.44250286,62,12,2,6,0.269439446,7,7,19.93671338,6.326946245,2.615384615,262.9567169,2020
3882,Player A,Team B,32,,94.11671687,Defender,11,10,8,3,,9.989328964,82,9,7,0,0.958118009,55,3,19.38592665,3.797016958,7.833333333,318.4239429,2020
1744,Player B,Team C,21,,86.19338483,Goalkeeper,19,7,7,1,,13.55840344,69,11,19,8,0.26814323,81,7,7.808755426,7.966264757,0.7,212.8239196,2021
2355,Player C,Team B,38,181.3280266,100.5621324,Forward,18,,7,0,56.341805,7.002696509,4,11,13,2,0.544801085,34,1,12.12743577,2.706123537,3.526315789,175.4689767,2019
2586,Player B,Team A,31,177.1337118,89.32697162,Midfielder,,,8,3,98.36705392,6.496454957,21,4,15,3,0.005770661,73,2,13.80075118,0.754151681,2.466666667,238.0504769,2022
3737,Player A,Team C,37,172.5390116,92.95089294,Goalkeeper,9,,2,3,51.2383024,8.142454954,59,0,1,6,0.407894237,88,4,8.702273838,2.020504565,8.4,83.04019506,2020
914,Player D,Team A,33,,106.6010319,Midfielder,12,1,6,0,60.24259431,12.81305812,30,2,17,7,0.552047181,94,2,8.147837007,1.832303516,3.615384615,152.2770756,2020
907,Player C,Team C,38,165.2182255,,Defender,,9,6,1,,9.137969066,2,12,23,8,0.738539039,97,2,17.14265277,1.061932181,3.428571429,224.408587,2022
3289,Player D,Team C,39,,,Midfielder,220,19,8,2,80.67043508,7.784365604,57,9,23,4,0.203472742,60,9,13.90325134,0.380846031,0.221719457,2887.680879,2021
1598,Player D,Team A,37,,55.34753218,Goalkeeper,15,19,6,3,95.1416109,14.33944723,1,12,13,8,0.109355903,53,4,13.85332713,0,4.875,453.85614,2022
1432,Player B,Team B,33,,102.8999894,Defender,,9,0,3,62.82613899,8.076478077,38,14,25,8,0.48884658,15,7,14.11420289,1.360556979,0.75862069,721.3529395,2022
4798,Player D,Team A,23,179.5606952,89.20030549,Defender,20,11,2,0,,9.468373103,90,13,0,7,0.122497862,14,1,6.836409478,0.799746937,0.714285714,498.1123001,2020
215,Player A,Team A,19,177.0762128,63.4920455,Goalkeeper,14,,6,3,95.13829006,9.562565803,68,11,27,9,0.803693452,10,8,11.68512468,6.244397351,6.2,,2021
2374,Player B,Team B,37,190.3063047,116.8344287,Defender,23,15,6,1,98.27355074,11.40305873,36,8,17,5,0.93341332,20,4,9.247267551,0.558467802,3.75,343.1771951,2019
2560,Player B,Team B,35,,,Forward,10,19,0,3,69.23071529,13.64810329,31,11,26,6,0.794515544,63,3,15.69858728,0.037443235,8,543.9067987,2022
890,Player C,Team A,23,,,Defender,10,,6,1,,6.301266525,31,2,21,5,0.722266932,56,4,9.941493208,0.155942522,7.636363636,67.32212619,2020
3265,Player D,Team C,36,195.7884182,74.82389661,Goalkeeper,19,,9,1,,12.73130098,81,0,5,9,0.677341846,20,2,18.70761113,5.085925494,0.7,,2022
3728,Player C,Team B,33,193.6134495,100.5028677,Midfielder,,2,1,2,97.29709271,9.054818972,51,6,28,8,0.162790989,20,0,9.285638673,3.480565469,2.3125,162.3923768,2021
209,Player A,Team C,26,175.3240573,116.796195,Goalkeeper,9,,3,2,67.45610013,7.53715851,35,3,26,5,0.570907054,36,3,6.115498627,0.988499396,1.5,238.8724891,2021
957,Player A,Team A,19,171.4860905,,Forward,110,,4,4,54.15851759,7.41643409,88,4,19,4,0.532304364,10,3,18.3332851,3.525853077,0.747747748,1911.839535,2020
565,Player B,Team C,27,190.56372,100.1883831,Forward,2,12,7,1,92.82687618,12.77782121,53,5,27,0,0.41933468,84,0,10.16562225,0.76656211,19.66666667,269.3169526,2019
1169,Player C,Team C,35,,63.663567,Goalkeeper,16,4,7,3,57.37883908,10.63642731,77,14,8,0,0.287038133,30,5,13.03536756,2.146256685,1.470588235,390.6708028,2022
1643,Player B,Team B,34,174.8425894,66.53203877,Defender,25,,4,4,67.55944829,6.634414338,60,8,1,8,0.623585688,36,0,9.220036112,0.817318604,0.846153846,378.0400679,2022
72,Player A,Team B,39,197.8505797,58.8498359,Goalkeeper,16,12,0,3,77.57392703,9.498794973,10,3,17,6,0.005522117,92,1,11.61508401,5.978028761,5.294117647,552.7801553,2022
3030,Player C,Team A,29,389.1165622,109.6842563,Goalkeeper,,5,3,4,,7.930701679,65,6,11,5,0.198992139,91,2,14.05981631,0.972928143,,,2021
2892,Player B,Team B,36,175.864352,72.7194999,Midfielder,,4,2,4,,11.11868752,46,7,16,4,0.142814304,69,7,8.569050226,4.612298837,14.6,103.1310715,2019
1049,Player A,Team A,18,195.6844806,86.92052595,Defender,21,,6,2,77.07254066,10.30399395,72,2,26,0,0.021269411,92,3,8.780853928,0.618649954,1.681818182,355.9327769,2021
610,Player A,Team A,28,169.080052,73.99182895,Forward,10,16,9,2,60.55331177,8.872226864,81,2,17,0,0.03931214,72,1,12.12353438,2.233549544,8.909090909,412.8298905,2019
3289,Player D,Team C,39,171.9625724,,Midfielder,220,19,8,2,80.67043508,7.784365604,57,9,23,4,0.863577003,27,2,16.93797957,0.380846031,0.221719457,2887.680879,2022
4610,Player A,Team A,31,181.6488251,102.5614444,Defender,19,14,5,1,52.86885057,14.65434411,31,3,6,5,0.577186676,88,2,15.24490619,3.634236993,0.7,645.767258,2022
652,Player C,Team A,38,169.2934218,118.9406158,Goalkeeper,,2,7,4,86.26364457,10.41136352,45,3,25,5,0.586841118,35,6,19.23289475,0,4.538461538,218.9357025,2020
3904,Player C,Team A,32,177.2546183,87.40551002,Forward,5,2,3,4,51.58475906,12.71808047,36,10,15,2,0.844212325,43,7,9.712184227,1.954079367,16,52.35822596,2020
1747,Player A,Team A,34,188.1050843,60.06496211,Forward,4,,7,2,75.8277223,11.22780088,30,3,1,7,0.259813209,21,6,5.090640453,0.278651885,14.2,63.23796663,2021
197,Player D,Team C,30,197.9221313,62.99022219,Midfielder,,0,3,2,71.17376094,14.09150021,86,3,10,5,0.307655087,54,7,17.3140236,0.707366857,,,2019
1310,Player C,Team C,39,173.7775315,,Forward,4,,4,0,,8.292062588,5,10,11,1,0.080114846,69,3,18.21384949,5.233347248,7,,2021
1961,Player A,Team A,24,171.8502301,,Midfielder,,9,0,3,77.75739274,7.941981052,23,14,21,4,0.40990489,8,4,19.63565849,0.195403198,0.105263158,2222.747086,2021
4981,Player C,Team C,21,198.7605185,73.5438447,Goalkeeper,100,,1,2,69.08947385,7.003452495,6,14,27,9,0.242353695,90,4,13.20691931,4.523064294,1.454545455,136.8302952,2020
4954,Player C,Team C,26,,81.08453162,Midfielder,,1,8,3,,11.35232651,93,3,28,8,0.450350386,3,2,14.02556427,0.479919113,2.461538462,155.2711015,2021
2522,Player D,Team B,24,163.2013028,97.49794209,Midfielder,20,2,1,3,56.58814781,12.43113406,44,5,10,4,0.299395588,40,5,10.00976327,3.017280374,2.047619048,134.2306143,2021
1582,Player A,Team C,38,163.5590214,58.94480682,Goalkeeper,150,18,2,3,,6.621391189,70,4,8,4,0.098044538,37,1,10.07739972,8.008062216,1.3125,635.3129744,2022
734,Player B,Team B,24,,108.1411569,Midfielder,15,,2,3,92.24640418,11.14497736,5,13,4,7,0.052825894,6,9,13.63446347,0,2.5,,2022
4137,Player B,Team C,22,164.3943903,84.61608199,Goalkeeper,10,5,7,3,,13.3467698,98,14,18,9,0.323530412,26,0,17.42729872,0.533458105,7.181818182,75.96901423,2022
831,Player A,Team B,39,199.0565289,,Goalkeeper,,10,0,1,,10.33275941,94,3,15,3,0.452439516,17,7,8.345002716,0,1.766666667,559.5986828,2020
2726,Player D,Team C,29,160.5037045,86.66989249,Forward,,13,5,0,50.26081258,11.24573798,82,12,2,1,0.065694859,15,9,6.109209417,2.89409194,,,2022
1911,Player B,Team B,36,,67.59618051,Goalkeeper,30,,6,0,61.43787645,13.32515383,66,14,23,0,0.876650762,55,1,19.99397573,0.438976239,6.75,219.8635219,2022
2910,Player D,Team C,36,170.4323371,66.4608899,Midfielder,,2,0,3,83.28086929,5.769022516,27,8,25,6,0.720416069,8,6,5.374565373,7.131707603,6.666666667,125.7111761,2022
1786,Player D,Team C,33,195.7964257,104.7535825,Goalkeeper,23,2,4,1,72.51707929,8.88396705,55,4,13,8,0.615214897,91,6,12.93551909,2.482884169,0.166666667,490.6564911,2019
3016,Player C,Team A,20,199.6868686,86.04914983,Goalkeeper,24,,5,1,81.30575744,8.60752417,30,9,29,6,0.732699051,32,1,18.40710538,1.047837947,0.56,711.8967686,2019
2635,Player B,Team C,38,,95.56780003,Defender,25,12,3,4,106.2637959,12.05810225,92,6,21,9,0.666385414,20,1,15.40221315,0.61331236,1.576923077,726.0171648,2021
1769,Player A,Team C,23,174.4439856,98.33546424,Goalkeeper,9,,4,0,55.8315241,14.75739652,61,1,29,2,0.531339953,99,0,8.416382206,0.645525681,6.5,,2022
1341,Player D,Team C,18,179.7617147,54.79681913,Forward,29,2,6,2,52.017761,10.34633363,88,3,27,0,0.846554322,63,0,12.23915256,0.089589224,1.966666667,531.4247369,2022
3145,Player D,Team C,33,,,Midfielder,26,11,1,2,67.69667781,12.75097558,17,4,25,8,0.237254364,89,8,5.097591018,4.275965096,1.481481481,293.0431748,2021
2325,Player A,Team C,35,199.7925212,111.7823937,Forward,17,4,9,4,64.76777702,7.744670681,9,7,29,3,0.971845301,60,3,14.97387876,1.115785488,2.388888889,117.5803507,2021
498,Player A,Team A,23,193.2070897,,Midfielder,130,9,4,1,94.34389646,5.497984593,18,2,17,9,0.974394808,53,8,19.2775782,0.247888542,6.142857143,314.9463234,2022
169,Player B,Team A,26,183.5933758,107.565446,Goalkeeper,8,2,1,4,86.88361259,5.843509627,56,0,4,5,0.590892943,35,5,5.439220772,0.506479904,10.11111111,125.407288,2020
2953,Player B,Team C,20,195.4612268,91.98888548,Midfielder,2,0,7,1,77.04245256,11.24213892,23,11,26,1,0.556709257,58,6,17.07162515,0.523719849,18.33333333,25.37338779,2021
796,Player A,Team A,33,179.2094685,84.02024138,Defender,20,5,9,4,92.81713134,9.117584818,50,0,1,1,0.549978986,18,2,16.07235467,1.64593193,1.523809524,139.1845849,2021
2408,Player C,Team A,37,171.9150533,,Midfielder,,6,0,2,,14.95928571,1,12,29,2,0.988035966,83,9,18.26797159,5.711542667,17.66666667,55.86537526,2022
3498,Player B,Team B,30,161.4064285,125.6196803,Forward,23,,4,0,77.98590042,7.038481304,65,0,25,9,0.196653585,66,3,6.649018551,3.81374325,2.208333333,579.1463471,2020
1691,Player B,Team B,29,193.7332942,,Forward,1,,4,3,,10.39860923,35,1,7,4,0.363611449,37,8,7.787305633,2.12778457,38,104.1225233,2022
1915,Player B,Team C,37,191.5145888,,Goalkeeper,12,1,9,4,69.35820291,7.61230231,27,12,6,4,0.974439311,2,1,6.767342789,0.284021751,3.615384615,231.8142503,2022
10,Player C,Team A,39,174.532979,,Defender,,13,4,2,94.46772584,5.7433288,59,7,4,5,0.020584494,83,6,14.78944454,1.079609681,,,2019
1031,Player D,Team C,30,164.863494,70.44098703,Forward,17,16,1,1,,13.99790559,91,6,8,4,0.596269878,27,7,10.7465625,2.375734396,0.166666667,457.1523125,2022
4304,Player A,Team A,39,171.2411171,102.0352875,Defender,28,0,0,3,,5.465687612,47,8,3,2,0.518399627,37,8,6.53979473,0.588346459,2.310344828,264.9979235,2022
3579,Player A,Team C,34,192.8341322,157.8923596,Goalkeeper,24,,3,2,69.82057702,5.610360686,48,3,24,0,0.285244342,48,0,11.79219126,3.721791078,2.16,477.6307262,2022
3391,Player A,Team B,27,188.5087201,106.2742835,Goalkeeper,28,3,8,2,95.7981683,13.5805312,1,10,0,7,0.784882983,44,7,9.420566226,2.634022247,0.034482759,159.8740794,2021
1581,Player B,Team B,33,190.1991493,75.38318661,Defender,,4,6,4,96.82769696,5.484066235,10,12,23,0,0.788913963,60,7,12.51729444,2.004887779,,,2022
1263,Player C,Team C,21,,114.2456938,Defender,,5,5,2,84.31547076,9.327699585,48,1,28,1,0.290283677,42,4,15.09183041,3.941069495,8.272727273,100.8270297,2021
1529,Player D,Team A,32,374.0844804,86.54338913,Midfielder,,4,9,4,74.41271088,7.42411594,62,3,16,9,0.539161277,21,5,14.18164114,3.145253828,0.714285714,55.70775951,2022
1239,Player C,Team B,32,160.4461835,75.31835679,Forward,4,,1,3,88.44342196,13.90160608,40,3,5,7,0.185525516,60,6,6.806348393,1.562097058,5.8,,2019
1526,Player C,Team C,29,197.9462463,65.54456222,Midfielder,120,14,6,1,90.63070498,8.881955301,26,4,21,3,0.112858145,67,1,15.65739975,1.520047783,0.694214876,2262.201026,2019
1581,Player B,Team B,33,190.1991493,75.38318661,Defender,,4,6,4,96.82769696,5.484066235,10,12,23,0,0.788913963,60,7,12.51729444,2.004887779,,,2019
3522,Player D,Team C,35,160.6869196,78.1692946,Forward,250,2,4,1,,11.31958157,32,13,13,3,0.268562167,33,0,12.20769479,4.534250122,0.354581673,3492.109864,2021
3989,Player D,Team C,20,169.3979425,,Forward,9,,1,0,55.38884373,11.94295441,51,3,17,3,0.870688455,54,5,18.78419113,2.593942337,4.8,329.2868289,2021
4789,Player A,Team B,20,,95.8825991,Defender,6,11,5,3,61.80023427,9.614719559,6,7,28,2,0.33015595,52,7,5.968101567,0.337681825,7,291.2278187,2021
1867,Player A,Team B,36,197.852356,,Goalkeeper,25,14,5,0,,13.0634697,86,1,16,5,0.164814816,18,0,9.720077341,0.748137268,3.807692308,532.0709866,2019
1296,Player C,Team B,22,160.2321508,,Defender,18,,7,1,80.84389309,9.583169502,12,11,25,1,0.167482582,46,4,9.647483368,3.755869751,1.736842105,224.4193486,2020
544,Player A,Team A,22,,104.1197071,Forward,,14,7,1,,14.48119521,16,13,12,3,0.61812824,66,6,7.341574965,1.608728594,1.965517241,453.831376,2020
1002,Player A,Team B,35,,,Midfielder,230,,9,1,85.10628621,13.61831971,26,8,24,0,0.872945836,16,4,9.112837519,0,0.458333333,243.5083171,2021
111,Player C,Team C,39,180.4085167,101.3704789,Goalkeeper,28,,0,4,56.1005471,8.117385326,76,10,18,5,0.161221287,54,7,12.97305195,0.334460157,2.689655172,,2019
2416,Player B,Team B,26,,96.32805028,Forward,13,2,3,3,71.04763858,11.73394742,79,13,8,9,0.384206713,14,4,6.666154468,3.272784828,7,261.8196934,2019
4162,Player A,Team C,28,179.0260394,106.2396498,Goalkeeper,18,11,5,3,79.44293657,13.92545194,13,11,21,2,0.350186524,37,6,15.88385364,5.523541909,0.210526316,326.218243,2022
1887,Player D,Team A,25,176.7868917,,Goalkeeper,12,14,4,0,69.85151292,8.525664964,27,0,5,7,0.246678865,53,5,19.46338934,0.078855026,2.615384615,412.6652572,2022
4329,Player B,Team C,30,171.6663508,,Goalkeeper,15,,0,1,52.12590025,13.97447637,15,7,13,6,0.000241005,68,2,17.93434362,0,2.875,,2019
2477,Player D,Team A,26,374.2770839,,Defender,100,,4,4,58.14658646,11.90019889,18,12,19,4,0.790509794,22,8,10.19748334,6.30422131,1.636363636,,2020
4959,Player D,Team A,21,186.2092994,99.70728662,Forward,10,1,9,4,93.71889526,6.836127922,77,14,15,9,0.749369437,14,7,15.25437035,0,8.636363636,112.9245495,2021
4562,Player A,Team B,20,166.1122324,73.12293826,Defender,2,12,1,3,83.9120838,6.415427076,85,5,20,6,0.825308402,74,4,14.18948312,1.49175184,17.33333333,109.0242664,2021
330,Player A,Team A,36,,235.901943,Defender,2,18,3,2,62.29494553,14.37660634,64,8,25,7,0.135516874,21,4,8.034842872,4.510426042,19.66666667,176.8891825,2019
1648,Player A,Team B,20,175.9656664,,Goalkeeper,26,19,7,0,70.99850119,14.18829763,95,4,26,5,0.285579616,11,0,6.144109797,0.550006299,3.111111111,813.1699521,2021
3401,Player D,Team B,26,,70.38605298,Goalkeeper,2,14,9,1,96.88203037,10.24202696,78,3,5,4,0.406809291,68,1,8.073491528,0.779927906,9.666666667,117.8687813,2019
2037,Player C,Team A,34,175.0259494,83.65469926,Forward,13,,2,3,68.00902441,13.91526114,76,0,11,4,0.151246829,87,2,8.444188348,6.454823276,2.5,381.6873583,2020
2658,Player C,Team B,27,184.3188467,98.92318003,Goalkeeper,,,4,0,79.62461399,8.893773431,38,8,12,5,0.54238656,75,4,10.8415245,0.477837949,0.857142857,,2022
741,Player B,Team C,26,187.157817,110.6089033,Forward,,13,3,3,83.35793612,11.15927255,34,9,8,1,0.301377874,27,0,7.520266074,1.63658431,3.833333333,466.5317438,2021
3693,Player D,Team B,26,,62.51040904,Goalkeeper,140,16,4,0,74.06000481,6.079905547,53,13,22,7,0.2344256,9,2,12.78870016,2.060859225,4.6,153.2213029,2021
2854,Player B,Team B,24,,113.3593712,Forward,190,,8,1,70.8890407,11.8308247,99,1,3,0,0.101803683,94,8,16.25646273,0.862249379,0.445026178,3264.041585,2021
4204,Player B,Team A,18,,56.4086215,Goalkeeper,14,,5,4,54.73811725,12.83402992,69,0,10,7,0.859324951,9,3,7.575849699,8.419433274,2.2,512.1904339,2020
4512,Player A,Team C,22,183.7303788,51.05752119,Goalkeeper,9,17,9,0,51.80819282,9.123399358,43,6,23,5,0.26251029,49,8,13.22687213,2.527182491,9.8,367.9599569,2019
4657,Player B,Team B,29,,69.30223824,Defender,,6,7,0,75.65547984,9.243410484,46,11,7,6,0.920535885,56,4,6.4718908,0.876945765,,,2021
4907,Player A,Team B,27,,81.14766597,Forward,200,0,0,4,70.14387934,5.991725536,5,8,25,9,0.800054408,5,7,18.72212989,0.632078865,3,225.4897413,2020
460,Player B,Team C,37,189.9686866,103.2581721,Goalkeeper,260,2,8,3,93.42734613,14.33024644,98,12,16,6,0.117526247,17,0,14.41718644,0.781691851,1.333333333,363.8970176,2021
109,Player C,Team C,20,,91.36906795,Defender,15,4,0,1,85.16309967,10.5459455,49,7,23,8,0.07697991,45,5,14.74100701,1.025731673,5.25,164.6676633,2022
1055,Player A,Team C,39,,68.44580155,Midfielder,,,8,4,77.5024736,11.41270052,6,2,16,4,0.639201829,6,8,5.307372937,0.812675763,1.333333333,,2019
703,Player D,Team A,26,175.5159412,104.2306515,Defender,,,8,1,54.98716736,11.75272591,38,5,17,9,0.513219976,51,2,13.4990012,4.691445732,,,2020
4960,Player D,Team B,25,,111.9380787,Forward,5,7,9,3,75.49841586,11.55131569,97,0,18,1,0.545695969,75,9,6.689796302,3.650552313,1.166666667,209.5508414,2020
998,Player D,Team B,18,162.0007528,88.25511997,Goalkeeper,15,,8,2,86.12704433,13.39963174,40,1,10,8,0.23600793,43,4,11.51759296,0,5.75,,2021
2580,Player B,Team A,18,,,Midfielder,5,10,7,3,,8.30259237,21,2,6,8,0.796390723,52,3,9.668853843,3.376390877,3.666666667,283.7985526,2020
4660,Player A,Team A,29,182.7130437,111.8243641,Defender,24,18,3,0,69.85874013,9.411469508,49,4,1,3,0.623379566,73,8,10.27710831,0.947718175,0.52,373.6921237,2021
3222,Player B,Team C,36,170.3555497,57.84795538,Forward,7,0,7,1,62.28304501,7.032362198,48,3,14,6,0.400329868,61,4,18.69776844,6.579318121,7.75,54.6630659,2019
1677,Player C,Team A,29,197.7219524,71.15337188,Defender,5,9,5,3,,9.417242089,75,2,25,0,0.231582991,57,9,9.209086116,4.553788542,13.33333333,98.31416223,2019
2012,Player B,Team A,22,171.7470565,,Goalkeeper,15,3,3,4,55.63991463,6.119000193,20,0,4,2,0.776821367,48,8,16.93346692,1.703703418,4.0625,119.9304675,2020
1958,Player A,Team B,35,197.2169397,99.28697791,Midfielder,300,4,4,2,103.2884504,13.15158665,14,9,26,5,0.166787335,31,1,6.64017811,0.869082944,2.064516129,629.8824791,2022
492,Player A,Team A,34,199.0431874,169.0189401,Goalkeeper,22,0,3,1,56.65338267,14.25710241,59,7,27,3,0.221647315,34,4,10.12511021,3.847658309,1.565217391,392.2261353,2020
4540,Player D,Team C,19,,58.49910357,Goalkeeper,,8,9,1,80.52906984,9.513952227,45,12,6,3,0.17182946,62,1,14.80856356,5.046146583,4.285714286,132.4491474,2019
1613,Player A,Team B,25,161.6005252,98.30919436,Goalkeeper,,12,8,0,,13.79113994,36,3,2,3,0.324333753,92,1,6.120093953,3.970565245,5.533333333,377.1474181,2019
1457,Player D,Team C,26,196.1770137,75.96463976,Goalkeeper,29,15,5,3,88.99959198,8.227252431,52,0,22,3,0.676513386,85,4,17.82303537,0.769442331,0.733333333,336.1834874,2022
2953,Player B,Team C,20,,91.98888548,Midfielder,2,0,7,1,77.04245256,11.24213892,23,11,26,1,0.461716144,55,3,7.534708839,0.523719849,18.33333333,25.37338779,2022
1906,Player A,Team A,27,179.2574138,,Midfielder,17,1,5,1,57.41929201,10.81847358,70,11,21,9,0.95807348,90,0,15.83931312,2.050087492,3.5,206.533121,2019
113,Player B,Team A,33,189.5596825,107.3397046,Midfielder,180,11,5,3,72.86608617,12.951456,6,8,27,1,0.80812038,14,5,14.59657582,0.697056621,0.524861878,3118.88812,2021
2022,Player B,Team B,23,195.3798614,99.97687963,Goalkeeper,28,3,1,2,67.5100876,14.82266888,1,7,7,9,0.957766658,7,8,16.64149895,5.159088867,0.827586207,500.3712005,2021
1478,Player B,Team B,28,188.0958457,83.90978296,Midfielder,30,1,8,1,96.13394418,11.27636452,60,12,20,3,0.228670751,2,7,12.03084273,3.24598575,1.677419355,195.1114201,2020
3638,Player B,Team B,38,181.6978322,114.0598518,Goalkeeper,21,9,1,4,72.24707323,12.32390271,80,0,0,4,0.168236579,99,3,17.83454936,0.917791392,3.727272727,155.2633095,2019
2381,Player A,Team B,22,196.4245003,81.2240058,Midfielder,24,,0,4,80.52146463,9.714555309,49,8,13,2,0.432067285,38,6,14.63447185,1.477291776,1.72,,2020
889,Player A,Team A,28,184.0619403,50.28176952,Midfielder,100,19,9,2,76.00755125,9.416939871,8,9,2,7,0.243172191,21,9,7.933355164,0.211665298,6,180.8328209,2021
1751,Player D,Team A,30,191.8389297,60.63737681,Midfielder,17,17,5,0,60.73039769,8.736451652,97,11,27,4,0.215201872,6,6,19.53422738,0.465589015,0.111111111,347.7421977,2019
4041,Player D,Team C,25,176.45385,,Forward,2,13,6,4,90.79173948,7.014789458,9,10,15,2,0.341047873,36,0,13.23563271,0,11.33333333,291.5155146,2019
1273,Player C,Team B,24,,71.91582185,Goalkeeper,27,2,4,4,58.77137311,13.09545084,17,3,10,8,0.039618825,20,0,18.21147517,0.423843558,3.071428571,425.2969369,2022
1032,Player A,Team A,39,182.2422934,,Midfielder,12,4,4,1,93.31400532,11.33796143,62,4,19,7,0.230008837,73,7,6.525153446,0.763006508,3.692307692,91.76741639,2020
2537,Player B,Team B,30,162.9072926,72.35954691,Defender,1,7,2,4,85.6513718,9.581894943,27,2,19,3,0.142850287,97,9,9.504047538,2.150305383,10.5,49.4312966,2021
893,Player A,Team B,32,180.1291338,97.55511529,Defender,,1,1,2,,14.55804777,6,3,9,9,0.082914581,61,4,7.773297454,0.517856842,,,2021
2084,Player A,Team C,37,177.280992,85.68058939,Defender,23,13,0,0,,10.63016072,94,11,7,4,0.850317708,95,8,6.779838058,3.324283241,0.75,322.2295116,2022
3033,Player A,Team C,27,166.3075469,55.26803209,Midfielder,,,1,0,,8.520526026,79,10,1,1,0.101372898,20,6,18.24735333,7.860795152,,,2022
4753,Player B,Team A,23,168.1966413,73.23883762,Goalkeeper,220,12,3,1,118.3127272,7.905353295,47,14,10,2,0.154941785,82,0,6.534805663,2.782351755,2.47826087,563.5737094,2019
4725,Player C,Team A,21,192.5304921,,Goalkeeper,22,12,8,4,94.99220374,9.362988932,85,2,24,0,0.126135786,17,4,9.63151293,1.046665142,3.347826087,404.290557,2020
78,Player C,Team B,28,,87.33287899,Forward,,5,0,1,83.92644259,11.90183124,41,2,3,1,0.85837338,26,7,9.793017115,0,,,2019
3592,Player C,Team C,31,194.4952154,,Forward,8,11,0,1,,9.387924756,25,2,4,4,0.653656476,89,9,12.89757988,5.503435446,10.33333333,279.4593261,2022
1136,Player C,Team B,27,180.4518298,71.62056407,Defender,,,6,0,67.56266906,7.405100296,47,3,5,1,0.851206914,43,3,18.55568647,2.356252487,2.9,556.7256826,2019
1449,Player D,Team A,32,183.0830977,73.05711254,Defender,270,,7,4,94.28184376,6.461416001,12,1,2,6,0.683248028,67,9,16.20347503,2.769582012,0.26199262,1420.369769,2021
1986,Player B,Team A,39,161.2847902,54.79172186,Goalkeeper,22,10,8,4,85.15783855,13.45819181,89,12,24,1,0.728870509,10,1,10.25155351,1.874966226,0.173913043,367.3704765,2022
4567,Player C,Team A,18,163.1148026,64.13272393,Forward,,,4,0,98.79676734,11.6876423,45,7,11,7,0.664012228,92,5,10.13215462,1.808120114,2.266666667,536.1014443,2021
2316,Player B,Team B,24,,60.30103907,Midfielder,21,15,6,4,56.09643345,9.325137911,2,13,24,1,0.066750255,42,1,9.260292951,5.313900256,0.636363636,368.387548,2019
223,Player D,Team C,25,188.625422,,Midfielder,,,4,2,85.43607197,8.823846624,73,5,14,6,0.093520124,29,3,5.75772677,0.554147202,,,2021
880,Player A,Team A,27,,72.33667379,Goalkeeper,27,,7,1,,11.47669706,59,5,24,6,0.231074797,22,3,17.96984912,0.085524868,3.178571429,276.4177456,2022
1430,Player A,Team B,21,169.2000181,67.23860068,Goalkeeper,27,11,7,0,62.19808675,10.68344522,17,8,17,4,0.454739856,44,9,10.63634568,0.434426924,1.642857143,437.1574057,2021
4621,Player C,Team A,38,187.9751546,114.6768437,Defender,130,,6,2,55.03945158,7.883303625,64,13,24,8,0.944707382,77,7,8.262151097,0,0.709923664,,2020
446,Player C,Team A,20,,68.59749259,Midfielder,15,13,2,0,,13.45296525,7,2,1,6,0.229918371,49,2,9.472871675,2.967741777,5.75,158.6952975,2020
